# LK8000 NEDERLANDS MESSAGES - NED_MSG.TXT
# MASTER UPDATED:  121005
# Version: February 2013
# This file is loaded on startup and all messages are stored internally.
# If you are translating these messages, try to respect sizes.
# The first _@Mn_  are the indexes, and you cannot change them!
#
# Please note that ENG_MSG.TXT is the english master language for LK8000
# and it should always exist. Do not change ENG_MSG.TXT!
#
# ATTENTION> Max number of tokens is defined in LKLanguage as MAX_MESSAGES
#
# If you add messages, as a developer, do not recycle numbers, because translations assume
# that a nonexisting token should be replaced by the english original.
# But if a old token was translated, it will still appear like that, wrong!
#
# All lines that are empty, or starting with a # , are ignored.
# DEVELOPERS ADDING NEW MESSAGES HERE SHOULD REQUEST A NUMBERING SLOT ON GITHUB

_@M1_ " Diff"
_@M768_ "Gebruik MacCready"
_@M769_ "Gebruik aver.efficiency"
_@M770_ "Gebruik barom hoogte "
_@M771_ "Gebruik zwarte omlijning*"
_@M772_ "V ach"
_@M773_ "V rem"
_@M774_ "V turbulente lucht "
_@M775_ "VIRTEEL Keerpunt"
_@M776_ "Geldige finish"
_@M777_ "Geldige start"
_@M778_ "Waardes wit"
_@M779_ "Variabele"
_@M780_ "Vario zwart"
_@M781_ "Vario groen+rood"
_@M782_ "Vario regenboog"
_@M783_ "Vario rood+blauw"
_@M784_ "Vario"
_@M785_ "Variometer Balk "
_@M786_ "Zeer hoog"
# REMOVED after v2.3
_@M787_ "Virtuele knoppen "
_@M788_ "Volume "
_@M789_ "Waarschw."
_@M790_ "Waarschuwingstijd*"
_@M791_ "Waarschuwing"
_@M792_ "Waarschuwingen "
_@M793_ "Water labels "
_@M794_ "Golf"
_@M795_ "Keerpunt Editor"
_@M796_ "Keerpunt Info"
_@M797_ "Keerpunt Parser"
_@M798_ "Keerpunt UTM Editor"
_@M799_ "Keerpunt notities "
_@M800_ "Keerpunt"
_@M801_ "Keerpunt\nFinish"
_@M802_ "Volgende\nKeerpunt"
_@M803_ "Vorige\nKeerpunt"
_@M804_ "Start\nKeerpunt"
_@M805_ "Keerpuntbestand Parse fout"
_@M806_ "Keerpunten 1 "
_@M807_ "Keerpunten 2 "
_@M808_ "Keerpunten lettertype "
_@M809_ "Keerpunten aangepast"
_@M810_ "Keerpunten buiten terrein, opslaan?"
_@M811_ "Keerpunten buiten terrein"
_@M812_ "Weersvoorspelling"
_@M813_ "Weer parameters"
_@M814_ "Massa"
_@M815_ "Witte omlijning"
_@M816_ "Wit"
_@M817_ "Is dit de finish?"
_@M818_ "Wind instellingen"
# 819 REMOVED after 2.3
_@M819_ "Wind pijl"
_@M820_ "Wind op Hoogte"
_@M821_ "Vleugelbelasting "
_@M822_ "Winpilot"
_@M823_ "Working band"
_@M824_ "Keerp. buiten terrein "
_@M825_ "Geel"
_@M826_ "Ja alles"
_@M827_ "Ja"
_@M828_ "Uw code "
_@M829_ "Zombie "
_@M830_ "Zone "
_@M831_ "_Spatie_"
_@M832_ "Keerpunt toevoegen"
_@M833_ "ondersteunend"
_@M834_ "Thermieken"
_@M835_ "Kruisvlucht"
_@M836_ "final glide"
_@M837_ "Buiten terrein"
_@M838_ "Eerste 8"
_@M839_ "Eerste 10"
_@M840_ "Eerste 12"
_@M841_ "Lettergrote "
_@M842_ "Grote letters "
_@M843_ "Kleine letters "
_@M850_ "EERSTE POORT OPENT OVER 1 UUR"
_@M851_ "EERSTE POORT OPENT OVER 30 MINUTEN"
_@M852_ "10 MINUTEN TE GAAN"
_@M853_ "5 MINUTEN TE GAAN"
_@M854_ "ActiveMap AAN"
_@M855_ "ActiveMap UIT"
_@M856_ "AutoZoom AAN"
_@M857_ "AutoZoom UIT"
_@M858_ "Pan modus AAN"
_@M859_ "Pan modus UIT"
_@M860_ "Auto MacCready AAN"
_@M861_ "Auto MacCready UIT"
_@M862_ "Logger AAN"
_@M863_ "Logger UIT"
_@M864_ "NMEA Log AAN"
_@M865_ "NMEA Log UIT"
_@M866_ "Kwaliteit"
_@M867_ "ORBITER AAN"
_@M868_ "ORBITER UIT"
_@M869_ "In luchtruim"
_@M870_ "Stop"
_@M871_ "Nabij luchtruim"
_@M872_ "LANDSCHAP ZOOM VOOR 20s"
_@M873_ "TERUG NAAR NORMALE ZOOM"
_@M874_ "Klik op het scherm om te beginnen"
_@M875_ "WAARSCHUWING: GPS ZEND ONGELDIGE DATA, EN WAARSCHIJNLIJK FOUTE TIJD"
_@M876_ "Start Logger met delcaratie"
_@M877_ "Configuratie opgeslagen"
_@M878_ "Blocnote"
_@M879_ "SORRY DOEL NET VERDWENEN"
_@M880_ "UNLOCK huidig doel?"
_@M881_ "Doel selectie"
_@M882_ "DOEL  VRIJGELATEN"
_@M883_ "DOEL VERDWENEN!"
_@M884_ "LOCK dit doel?"
_@M885_ "Instellingen"
_@M886_ "Berek. Opdr."
_@M887_ "Selecteer wind"
_@M888_ "Waarschuwingen"
_@M889_ "Massa"
_@M890_ "Nee"
_@M891_ "Verwijder oude opdracht en laad"
_@M892_ "(manueel)"
_@M893_ "(auto)"
_@M894_ "AAN"
_@M895_ "Vergrendel" # force
_@M896_ "Ontgrendel" # unforce
_@M897_ "Autom"
_@M898_ "ALLES UIT"
_@M899_ "ALLES AAN"
_@M900_ "Terrein bestand laden..."
_@M901_ "Terrein tegels laden..."
_@M902_ "Topografie bestand laden..."
_@M903_ "Keerpunten bestand laden..."
_@M904_ "Tactische Vlucht Computer"
_@M905_ "Thermiek"
_@M906_ "Kruisvlucht"
_@M907_ "Opdracht"
_@M908_ "Aangepast"
_@M909_ "Bocht"
_@M910_ "Doel"
_@M911_ "Zicht"
_@M912_ "[geen bestemming]"			# _@M912_ "[no dest]"
_@M913_ "Experimenteel"
_@M914_ "[geen doel]"
_@M915_ "NIET VOOR IFR GEBRUIK"
_@M916_ "WAARSCHUWING, GEEN LANDINGSMOGELIJKHEDEN"
_@M917_ "Lat/Lon "
_@M918_ "Lat/Lon"
_@M919_ "LatLon"
_@M920_ "Fout bij laden polaire bestand!"
_@M921_ "Aftelling"
_@M922_ "Niet vliegend"
_@M923_ "Fout inSIDE"
_@M924_ "Fout outSIDE"
_@M925_ "Geen opdracht start"
_@M926_ "In sector, schakel in wanneer u klaar bent"
_@M927_ "Wachten op GPS connectie"
_@M928_ "Comm Poorten herstarten"
_@M929_ "Wachten op GPS fixatie"
_@M930_ "Takeoff"
_@M931_ "Landing"
_@M932_ "Boven Final Glide"
_@M933_ "Beneden Final Glide"
_@M934_ "Final Glide door terrein"
_@M935_ "Markeringen verwijderd"
_@M936_ "Wedstrijd Klasse"
_@M937_ "Wedstrijd klasse: "
_@M938_ "Wedstrijd ID"
_@M939_ "Wedstrijd ID: "
_@M940_ "Opvulling "
_@M941_ "Alleen omtrek"
_@M942_ "Patroon"  
_@M943_ "Semi-Transparant"
_@M944_ "Opaciteit "
_@M945_ "Patroon, alleen omtrek"
_@M946_ "Semi-Transparant, alleen omtrek"
_@M947_ "FLARM SIGNAAL VERLOREN"
_@M948_ "Gevonden"
_@M949_ "KP"
_@M950_ "InfoBar Doorzichtigheid "
_@M951_ "Kan RX data niet stoppen!"
_@M952_ "Kan data niet naar de poort versturen!"
_@M953_ "Transparant"
_@M954_ "Vloeiend lettertype "
_@M955_ "ClearType"
_@M956_ "Anti Aliasing"
# Page 1.5 name, keep short:
_@M957_ "Wedstrijd"

# ON/OFF in dialog windows (not Menu)
_@M958_ "AAN"
_@M959_ "UIT"

#
# Paragliding lock/unlock screen feature
#
_@M960_ "BEVESTIG SCHERM ONTGRNDELEN?"
_@M961_ "BEVESTIG SCHERM VERGRENDELEN?"
# 962 max 35 characters!
_@M962_ "SCHERM IS VERGRENDELD TOT TAKEOFF"
# 963 unused since 2.3
_@M963_ "DUBBEL-KLIK OP HET SCHERM OM SCHERM TE ONTGRENDELEN"
_@M964_ "SCHERM IS ONTGRENDELT"
#
# Menu buttons, MAX 8 character per line! Keep \n !
_@M965_ "ONTGRNDL\nSCHERM"
_@M966_ "VERGRNDL\nSCHERM"
_@M967_ "Luchtruim veranderd "
_@M968_ "Alleen voor deze keer"
_@M969_ "Blijvend"
#
# GPS and COM port warnings
#
_@M970_ " GPS: GEEN GELDIGE FIX "
_@M971_ " GPS: Geen ComPort "
_@M972_ " GPS: Geen Data Rx "
_@M973_ " GPS mist "
_@M974_ " GPS niet aangesloten "
_@M975_ " GPS data fout "


#
# Infoboxes in Description / Tile order. 
# In titles use maximum 7 characters
#
_@M1001_ "Hoogte QNH"
_@M1002_ "Alt"
_@M1003_ "Hoogte AGL"
_@M1004_ "HAGL"
_@M1005_ "Thermiek laatste 30 sec"
_@M1006_ "TC.30s"
_@M1007_ "Koers"
_@M1008_ "Brg"
_@M1009_ "Eff.laatste 20 sec"
_@M1010_ "E.20s"
_@M1011_ "Eff.cruise laatste bel"
_@M1012_ "E.Cru"
_@M1013_ "Grond Snelheid"
_@M1014_ "GS"
_@M1015_ "Thermiek gemiddeld laatste"
_@M1016_ "Th.gem"
_@M1017_ "Thermiek winst laaste bel"
_@M1018_ "Th.winst"
_@M1019_ "Thermiek tijd laaste bel"
_@M1020_ "Th.tijd"
_@M1021_ "MacCready instelling"
_@M1022_ "McCready"
_@M1023_ "Volgende afstand"
_@M1024_ "Afst"
_@M1025_ "Volgende aankomst hoogte"
_@M1026_ "NxtArr"
_@M1027_ "Volg.hoogte.benodigd"
_@M1028_ "NxtAltR"
_@M1029_ "Volgende keerpunt"
_@M1030_ "Volgende"
_@M1031_ "Opdr. aankomsthgte"
_@M1032_ "Opdr.aankmst"
_@M1033_ "Opdr hgte.benodigd"
_@M1034_ "TskAltR"
_@M1035_ "Gem opdr shelheid"
_@M1036_ "TskSpAv"
_@M1037_ "Opdr afstand"
_@M1038_ "TskDis"
_@M1039_ "_Gereserveerd 1"
_@M1040_ "Oud fLD"
_@M1041_ "Terrein hoogte"
_@M1042_ "Gnd"
_@M1043_ "Thermiek gemiddelde"
_@M1044_ "TC.Avg"
_@M1045_ "Thermiek winst"
_@M1046_ "TC.winst"
_@M1047_ "Koers"
_@M1048_ "Koers"
_@M1049_ "Vario"
_@M1050_ "Vario"
_@M1051_ "Wind Snelheid"
_@M1052_ "WindV"
_@M1053_ "Wind koers"
_@M1054_ "WindB"
_@M1055_ "AA tijd"
_@M1056_ "AATijd"
_@M1057_ "AA Afstand Max"
_@M1058_ "AADmax"
_@M1059_ "AA Afstand Min"
_@M1060_ "AADmin"
_@M1061_ "AA Snelheid Max"
_@M1062_ "AAVmax"
_@M1063_ "AA Snelheid Min"
_@M1064_ "AAVmin"
_@M1065_ "Luchtsnelheid IAS"
_@M1066_ "IAS"
_@M1067_ "Hoogte BARO"
_@M1068_ "HBAR"
_@M1069_ "MacReady snelheid"
_@M1070_ "SpMc"
_@M1071_ "Percentage klim"
_@M1072_ "%Klim"
_@M1073_ "Vluchtduur"
_@M1074_ "Vliegtijd"
_@M1075_ "G kracht"
_@M1076_ "G"
_@M1077_ "_Gereserveerd 2"
_@M1078_ "Oud nLD"
_@M1079_ "Locale tijd"
_@M1080_ "Tijd"
_@M1081_ "Tijd UTC"
_@M1082_ "UTC"
_@M1083_ "Opdracht Tijd To Go"
_@M1084_ "TskETE"
_@M1085_ "Next Tijd To Go"
_@M1086_ "NextETE"
_@M1087_ "Te vliegen snelheid"
_@M1088_ "STF"
_@M1089_ "Netto Vario"
_@M1090_ "Netto"
_@M1091_ "Opdr aankomst tijd"
_@M1092_ "TskETA"
_@M1093_ "Volgnd aankomst tijd"
_@M1094_ "NextETA"
_@M1095_ "Koers verschil"
_@M1096_ "Naar"
_@M1097_ "Buiten Temperatuur Lucht" # OUTSIDE AIR TEMPRETURE
_@M1098_ "OAT"
_@M1099_ "Relatieve Luchtvochtigheid" # rELATIVE HUMIDITY
_@M1100_ "RelHum"
_@M1101_ "voorspelde Temperatuur"
_@M1102_ "MaxTemp"
_@M1103_ "AA afstand Tg"
_@M1104_ "AADtgt"
_@M1105_ "AA Snelheid Tg"
_@M1106_ "AAVtgt"
_@M1107_ "L/D vario"
_@M1108_ "L/D var"
_@M1109_ "Luchtsnelheid TAS"
_@M1110_ "TAS"
_@M1111_ "Team Code"
_@M1112_ "TeamCod"
_@M1113_ "Team koers"
_@M1114_ "Tmkoers"
_@M1115_ "Team Koers verschil"
_@M1116_ "TeamKV"
_@M1117_ "Team bereik"
_@M1118_ "Teamafst"
_@M1119_ "Opdr snelheid op dit moment"
_@M1120_ "TskSpI"
_@M1121_ "Thuis afstand"
_@M1122_ "Thuisafst"
_@M1123_ "Opdr snelheid"
_@M1124_ "OpdrSn"
_@M1125_ "AA Delta Tijd"
_@M1126_ "AAdT"
_@M1127_ "Thermiek alles"
_@M1128_ "Th.All"
# 1129 and 1130 unused, can be used again
_@M1129_ "Afstand Vario"
_@M1130_ "DVario"
_@M1131_ "Batterij percentage"
_@M1132_ "Batterij"
_@M1133_ "Opdr benod.efficiencie"
_@M1134_ "TskReqE"
_@M1135_ "Alternatief1 benod.efficienctie"
_@M1136_ "Atn1.E"
_@M1137_ "Alternatief2 benod.efficienctie"
_@M1138_ "Atn2.E"
_@M1139_ "Bestaltern. benod.efficienctie"
_@M1140_ "BAtn.E"
_@M1141_ "Hoogte QFE"
_@M1142_ "QFE"
_@M1143_ "Gemiddelde efficienctie"
_@M1144_ "E.Avg"
_@M1145_ "Volg benod.efficienctie"
_@M1146_ "Req.E"
_@M1147_ "Flight Level"
_@M1148_ "FL"
_@M1149_ "Opdr afgelegde afstand"
_@M1150_ "TskCov"
_@M1151_ "Alternatief1 Aankomst"
_@M1152_ "Atn1Aank"
_@M1153_ "Alternatief2 aankomst"
_@M1154_ "Atn2Aank"
_@M1155_ "Bestalternatiefaankomst"
_@M1156_ "BAltnAank"
_@M1157_ "Thuis radiaal"
_@M1158_ "Radiaal"
_@M1159_ "Luchtruim horizontaal afst"
_@M1160_ "ArSpcH"
_@M1161_ "Ext.Batt.Bank"
_@M1162_ "xBnk#"
_@M1163_ "Ext.Batt.1 Voltage"
_@M1164_ "xBat1"
_@M1165_ "Ext.Batt.2 Voltage"
_@M1166_ "xBat2"
_@M1167_ "Odometer"
_@M1168_ "Odo"
_@M1169_ "Altern QNH"
_@M1170_ "aAlt"
_@M1171_ "Altern AGL"
_@M1172_ "aHAGL"
_@M1173_ "GPS hoogte"
_@M1174_ "HGPS"
_@M1175_ "MacCready Equivalent"
_@M1176_ "eqMC"
_@M1177_ "_Experimeneel1"
_@M1178_ "Exp1"
_@M1179_ "_Experimenteel2"
_@M1180_ "Exp2"
_@M1181_ "Batterij Voltage"
_@M1182_ "Batt"

# LK Info pages infobox titles, maximum 7 chars
_@M1183_ "ManMC"
_@M1184_ "AutMC"
_@M1185_ "Wind"
_@M1186_ "eIAS"
_@M1187_ "ReqE"
_@M1188_ "Aankmst"
_@M1189_ "Var30"
_@M1190_ "ArrMc0"
_@M1191_ "TskArr0"
_@M1192_ "StAfst"
_@M1193_ "RelHgt"
_@M1194_ "Var"
_@M1195_ "BLOCK"
_@M1196_ "DOLFIJN"
_@M1197_ "Bank"
_@M1198_ ""
_@M1199_ "Sat"
_@M1200_ "Start"

# McCready mode $(MacCreadyMode) in menu macros, use 3-4 chrs maximum!
_@M1201_ "Man"
_@M1202_ "Auto"
# Map label modes $(MapLabelsToggleActionName) in menu macros
_@M1203_ "KPT"
_@M1204_ "TOPO"
# $(VisualGlideToggleName) if extended VisualGlide is enabled
_@M1205_ "Beweegt"

# Startup / Shutdown dialog texts
_@M1206_ "INITIALISEREN..."
_@M1207_ "FOUT ONBEKEKENDE RESOLUTIE!"
_@M1208_ "FOUT GE RICHTING:"
_@M1209_ "CONTROLEER DE INSTALLATIE!"
_@M1210_ "PARAGLIDING MODUS"
_@M1211_ "SIMULATIE"
_@M1212_ "AUTOMATISCH BACKLIGHT BESTURING"
_@M1213_ "GEEN BACKLIGHT BESTURING"
_@M1214_ "AUTOMATISCH GELUIDSNIVEAU BESTURING"
_@M1215_ "GEEN GELUIDSNIVEAU BESTURING"
_@M1216_ "Scannen weersvoorspelling"
_@M1217_ "Apparaten opstarten"
_@M1218_ "Display initialiseren"
_@M1219_ "Sluiten, moment geduld..."
_@M1220_ "Sluiten, opslaan logprofiel..."
_@M1221_ "Sluiten, oplsaan profiel..."
_@M1222_ "Sluiten, opdracht opslaan.."

# Topology options reset msgbox
_@M1223_ "Topologie resetten naar standaard waardes"

# Waypoint filters 1229 no more than 3 chrs!
_@M1224_ "Vliegveld"
_@M1225_ "Landbaar"
_@M1226_ "Keerpunt"
_@M1227_ "Bestand 1"
_@M1228_ "Bestand 2"
_@M1229_ "HDG"

# TeamCode dialog captions
_@M1230_ "Team Ref.: "
_@M1231_ "Team code: SET REF!"

# Waypoint edit dialog (same or less chars!)
_@M1232_ "Lgr"
_@M1233_ "Lengtegr"
_@M1234_ "Bgr"
_@M1235_ "Breedtegr"

# Waypoint list flags (Home,Airport,Landable,Turnpoint) 1chr!
_@M1236_ "T"
_@M1237_ "V"
_@M1238_ "L"
_@M1239_ "K"

# dlgLKAirspaceWarning - Airspace warning messages
_@M1240_ "Binnenkomen"
_@M1241_ "Verlaten"
_@M1242_ "Vliegen binnen FLY-zone"
_@M1243_ "Voorspeld verlaten FLY-zone"
_@M1244_ "Bijna verlaten FLY-zone"
_@M1245_ "Verlaat FLY-zone"
_@M1246_ "Voorspeld binnenkomen FLY-zone"
_@M1247_ "Binnenkomen FLY zone"
_@M1248_ "Vliegen buiten FLY-zone"
_@M1249_ "Vliegen buiten NOFLY-zone"
_@M1250_ "Voorspeld binnenkomen NOFLY-zone"
_@M1251_ "Bijna betreden van NOFLY-zone"
_@M1252_ "Betreden NOFLY zone"
_@M1253_ "Vliegen in NOFLY-zone"
_@M1254_ "Verlaten NOFLY-zone"
_@M1255_ "GELE WAARSCHUWING"
_@M1256_ "RODE WAARSCHUWING"
_@M1257_ "Verlaten"
_@M1258_ "Binnenkomen"
_@M1259_ "Te ver, niet berekend"
_@M1260_ "onder"
_@M1261_ "boven"
_@M1262_ "Bericht"
_@M1263_ "Waarsch.Level"
_@M1264_ "HAfst"
_@M1265_ "VAfst"

# dlgAirspaceDetails - Airspace details
_@M1266_ "AckLevel"
_@M1267_ "Geel geaccordeerd"
_@M1268_ "Rood geaccordeerd"
_@M1269_ "Uitgeschakeld"
_@M1270_ "FLY-IN"
_@M1271_ "FLY-UIT"
_@M1272_ "Selecteer als FLY zone?"
_@M1273_ "Selecteer als NOFLY zone?"

# dlgConfig - Airspace warnings
_@M1274_ "Waarschuw"
_@M1275_ "Luchtruim waarschuwing parameters"
_@M1276_ "Luchtruim waarschuwing parameters opgeslagen."
_@M1277_ "Bericht herhaal tijd"
_@M1278_ "Verticale marge "
_@M1279_ "Bericht timeout "
_@M1280_ "Dit luchtruim inschakelen?"
_@M1281_ "Map labels "
_@M1282_ "INSCHAKELEN"
_@M1283_ "UITSCHAKELEN"
_@M1284_ "Dit luchtruim uitschakelen?"

# new airspace infobox
_@M1285_ "Luchtruim verticale afstand"
_@M1286_ "ArSpcV"

# airspace analysis dialog page
_@M1287_ "Koers"
# 1288 UNUSED REMOVED
_@M1288_ "Weergave naar volgende keerpunt"
_@M1289_ "Volgende KP"
_@M1290_ "Weergave naar koers"
_@M1291_ "Nabij AS"
_@M1292_ "Dichtstbijzijde luchtruim"
_@M1293_ "Sonar"
#1294 REMOVED UNUSED
_@M1294_ "Sonar UIT"
_@M1295_ "Zijaanzicht"


# LK info page headers, try to use the same or less number of chars here,
# or test it with different screen reolutions and landscape/portrait mode too!
_@M1300_ "Afst"
_@M1301_ "Dir"
_@M1302_ "rEff"
_@M1303_ "AltA"
_@M1304_ "Afstand"
_@M1305_ "Richting"
_@M1306_ "ReqEff"
_@M1307_ "AltArr"
_@M1308_ "Arriv"
_@M1309_ "COMN"
_@M1310_ "HIST"
_@M1311_ "LND"
_@M1312_ "LNDB"
_@M1313_ "APT"
_@M1314_ "APTS"
_@M1315_ "KP"
# ASP for nearest airspaces is M1642

# Reserved waypoint names, comments
_@M1316_ "TAKEOFF"
_@M1317_ "THERMIEKBEL"
_@M1318_ "TEAMMAAT"
_@M1319_ "DOEL"
_@M1320_ "LAASTE GOEDE THERMIEKBEL"
_@M1321_ "TEAM MAAT"
_@M1322_ "FLARM DOEL"

# Overlay multitarget prefixes, maximum 2chars!
_@M1323_ "T>"
_@M1324_ "B>"
_@M1325_ "1>"
_@M1326_ "2>"
_@M1327_ "H>"
_@M1328_ "L>"
_@M1329_ "M"
_@M1330_ "F>"

# LK traffic page headers, try to use the same or less number of chars here,
# or test it with different screen reolutions and landscape/portrait mode too!
_@M1331_ "TRF"
_@M1332_ "Var"
_@M1333_ "Vario"
_@M1334_ "Alt"

# Mapwindow texts
_@M1335_ " TERREIN?"
_@M1336_ " T?"
_@M1337_ " AZM"
_@M1338_ " PAN"
_@M1339_ " iAUX"
_@M1340_ " TRM0"
_@M1341_ " NAV1"
_@M1342_ " ALT2"
_@M1343_ " STA3"
_@M1344_ " TSK4"
_@M1345_ " ATN5"
_@M1346_ " SYS6"
_@M1347_ " CRU7"
_@M1348_ " FIN8"
_@M1349_ " AUX9"
_@M1350_ " Afspelen"
_@M1351_ " BALLAST"

# LKUtils
_@M1352_ "BATTERY NIVEAU"
_@M1353_ "BATTERY MANAGER UITGESCHAKELD"
_@M1354_ "BATTERY NIVEAU KRITIEK!"
_@M1355_ "BATTERY NIVEAU ERG LAAG!"
_@M1356_ "BATTERY NIVEAU LAAG!"
_@M1357_ "BATTERY WAARSCHUWINGEN UITGESCHAKELD"

# Logger task declaration
_@M1400_ "Opdracht declaratie"
_@M1401_ "Declaratie modus ingeschakeld"
_@M1402_ "Declaratie modus uitgeschakeld"
_@M1403_ "Verstuurd declaratie"
_@M1404_ "Opend connectie"
_@M1405_ "Test connectie"
_@M1406_ "Sluit connectie"
_@M1410_ "Onbekende fout"
_@M1411_ "Apparaat niet aangesloten!"
_@M1412_ "Niet genoeg keerpunten!"
_@M1413_ "Te veel keerpunten!"
_@M1414_ "Apparaat reageert niet!"
_@M1415_ "Declaratie niet geaccepteerd!"
_@M1420_ "Fout tijdens declaratie"
_@M1421_ "Opdracht beschrijving"
_@M1422_ "Start en Finish"

_@M1423_ "Verboden tijdens vlucht!"

#
# Variometer Bar
#
_@M1424_ "VarioBalk modus"
_@M1425_ "Vario in thermiek en kruisvlucht"
_@M1426_ "Vario in thermiek, Netto in kruisvlucht"
_@M1427_ "Vario in thermiek, STF in kruisvlucht"

#
# Contests
#
_@M1450_ "Wedstrijd"
_@M1451_ "Verander"
_@M1452_ "VRIJE VLUCHT START gedetecteerd"

#
# Contest infoboxes, full name and abbreviated name for boxes
# We need OLC ahead of full names, to keep ordering in infobox list during configuration
#
# League predicted is not used
#
_@M1455_ "OLC Klassiek afstand"
_@M1456_ "OLC afst"
_@M1457_ "OLC FAI Driehoek Afstand"
_@M1458_ "FAI afst"
_@M1459_ "OLC League Afstand"
_@M1460_ "LEA afst"
_@M1461_ "OLC FAI 3 KP Afstand"
_@M1462_ "3KP afst"

_@M1463_ "OLC Klassiek*Voorspelde Afstand"
_@M1464_ "OLC*afst"
_@M1465_ "OLC FAI Driekhoek*Voorspelde Afstand"
_@M1466_ "FAI*afst"
_@M1467_ "OLC League*Voorspelde Afstand"
_@M1468_ "LEA*afst"
_@M1469_ "OLC FAI 3 KP*Voorspelde Afstand"
_@M1470_ "3KP*afst"

_@M1471_ "OLC Klassiek Snelheid"
_@M1472_ "OLC snelh"
_@M1473_ "OLC FAI Driehoek Snelheid"
_@M1474_ "FAI snelh"
_@M1475_ "OLC League Snelheid"
_@M1476_ "LEA snelh"
_@M1477_ "OLC FAI 3 KP Snelheid"
_@M1478_ "3KP snelh"

_@M1479_ "OLC Klassie*Voospelde snelheid"
_@M1480_ "OLC*snelh"
_@M1481_ "OLC FAI Driekhoek*Voospelde Snelheid"
_@M1482_ "FAI*snelh"
_@M1483_ "OLC League*Voorspelde Snelheid"
_@M1484_ "LEA*snelh"
_@M1485_ "OLC FAI 3 KP*Voorspelde Snelheid"
_@M1486_ "3KP*snelh"

_@M1487_ "OLC Klassieke Score"
_@M1488_ "OLC scr"
_@M1489_ "OLC FAI Driehoek Score"
_@M1490_ "FAI scr"
_@M1491_ "OLC League Score"
_@M1492_ "LEA scr"
_@M1493_ "OLC FAI 3 KP Score"
_@M1494_ "3KP scr"

_@M1495_ "OLC Klassiek*Voorspelde Score"
_@M1496_ "OLC*scr"
_@M1497_ "OLC FAI Driehoek*Voorspelde Score"
_@M1498_ "FAI*scr"
_@M1499_ "OLC League*Voorspelde Score"
_@M1500_ "LEA*scr"
_@M1501_ "OLC FAI 3 KP*Voorspelde Score"
_@M1502_ "3KP*scr"

_@M1503_ "OLC Plus Score"
_@M1504_ "PLS scr"
_@M1505_ "OLC Plus*Voorspelde Score"
_@M1506_ "PLS*scr"

_@M1507_ "OLC FAI driehoek afstand te gaan"
_@M1508_ "C:"
_@M1509_ "OLC FAI driehoek afstand te gaan %"
_@M1510_ "%C:"
_@M1511_ "B:"
# #############################
# NEW 2.4 messages
# #############################

# Device name for "no device"
_@M1600_ "UITGESCHAKELD"
# Ex-963, new message for screen unlock
_@M1601_ "Dubbel-klik in de hoek rechtsonder om te unlocken"

# Config system menu page 
_@M1602_ "Configureer Onderste Balk"
_@M1603_ "Configureer Info Paginas"
_@M1604_ "Configureer xxxx"
_@M1605_ "Onderste Balk"
_@M1606_ "Info Paginas"
_@M1607_ "Onderste Balk Configuratie Opgeslagn"
_@M1608_ "Info PaginaS Configuratie Opgeslagen"

# Config InfoPages
_@M1610_ "1.1 Kruisvl. "
_@M1611_ "1.2 Thermiek "
_@M1612_ "1.3 Opdracht "
_@M1613_ "1.4 Aangepast "
_@M1614_ "1.5 Wedstrijd "
_@M1615_ "1.6 Bocht "
_@M1616_ "2.1 APT "
_@M1617_ "2.2 LND "
_@M1618_ "2.3 KP "
_@M1619_ "2.4 ASP "
_@M1620_ "3.1 COMN "
_@M1621_ "3.2 HIST "
_@M1622_ "3.3 THERM "
_@M1623_ "1.7 HSI "

# New airspace messages
_@M1630_ "Hoogte Marge "

# Navboxes
_@M1640_ "Huidige Flaps"
_@M1641_ "Flaps"

# Header nearest Airspaces
_@M1642_ "ASP"

_@M1643_ "Ingeschakeld"

_@M1644_ "Thuis aankomst hoogte"
_@M1645_ "Thuis aankomst"

# Menu Config 15, Alarms
_@M1646_ "15 Alarm"
_@M1647_ "Max Hoogte 1 "
_@M1648_ "Max Hoogte 2 "
_@M1649_ "Max Hoogte 3 "

# "ALARM x ALTITUDE 1234"   warning message
_@M1650_ "ALARM"
_@M1651_ "HOOGTE"

# customkey for airspace analysis
_@M1652_ "Luchtruim Analyse"
_@M1653_ "Wisselen Map<>Luchtruim infopagina"

# Airspace details buttons
_@M1654_ "SELECTEER"
_@M1655_ "ANALYSE"
_@M1656_ "*GESELECTEERD*"

# customkeys zoom 
_@M1657_ "Zoom In"
_@M1658_ "Zoom Uit"
_@M1659_ "Zoom Meer In"
_@M1660_ "Zoom Meer Uit"

# Active map indicator in map scale (with AZM, NAV1 etc.), 3 letters!
_@M1661_ "ACT"

# Error message
_@M1662_ "SYSTEEM FOUT"
_@M1663_ "NIET GENOEG GEHEUGEN"

Total energy configuration 
# Toggle is for customkey config
_@M1666_ "TotaalEnergie schakel in/uit"
_@M1667_ "TOTAAL ENERGIE IN GEBRUIK!"
_@M1668_ "TOTAAL ENERGIE UIT"
_@M1669_ "Gebruik TotalEnergy "

# Header Thermal History keep short!
_@M1670_ "THR"
# average lift 
_@M1671_ "ThAvg"
_@M1672_ "Thermiek Details"
_@M1673_ "Avg"

# Auto MC configuration
