# LK8000 CZECH MESSAGES - CZE_MSG.TXT
# MASTER UPDATED:  140126
#
# This file is loaded on startup and all messages are stored internally.
# If you are translating these messages, try to respect sizes.
# The first _@Mn_  are the indexes, and you cannot change them!
#
# Please note that ENG_MSG.TXT is the english master language for LK8000
# and it should always exist. Do not change ENG_MSG.TXT.
#
# ATTENTION> Max number of tokens is defined in LKLanguage as MAX_MESSAGES
#
# If you add messages, as a developer, do not recycle numbers, because translations assume
# that a nonexisting token should be replaced by the english original.
# But if a old token was translated, it will still appear like that, wrong!
##
# All lines that are empty, or starting with a # , are ignored.
# DEVELOPERS ADDING NEW MESSAGES HERE SHOULD REQUEST A NUMBERING SLOT ON GITHUB

_@M1_ " Diff"
_@M755_ "POUŽITA DOSTUPNÁ BARO VÝŠKA"
_@M756_ "POUŽITA BARO VÝŠKA"
_@M757_ "POUŽITA GPS VÝŠKA"
_@M758_ "Posun času od UTC "
_@M759_ "Nelze změnit nastavení na portu"
_@M760_ "Nelze nastavit Serial Port Timers"
_@M761_ "Nelze spustit RX Thread na portu"
_@M762_ "Nelze otevřít port"
_@M763_ "Bez boxů, bez jednotek"
_@M764_ "Bez boxů, s jednotkami"
_@M765_ "Neznámý"
_@M766_ "Použít GPS čas "
_@M767_ "Použít HBar ZAP/VYP"
_@M768_ "Použít MacCready"
_@M769_ "Použít prům.klouzavost"
_@M770_ "Použít baro výšku "
_@M771_ "Použít černé obrysy*"
_@M772_ "V ach"
_@M773_ "V rem"
_@M774_ "Max rychlost "
_@M775_ "VIRTUÁLNÍ waypoint"
_@M776_ "Platný cíl"
_@M777_ "Platný start"
_@M778_ "Hodnoty bíle"
_@M779_ "Proměnlivý"
_@M780_ "Vario černě"
_@M781_ "Vario zeleně+červeně"
_@M782_ "Vario duhově"
_@M783_ "Vario červeně+modře"
_@M784_ "Vario"
_@M785_ "Sloupec variometru "
_@M786_ "Velmi vysoké"
# REMOVED after v2.3
_@M787_ "Virtuální Klávesy "
_@M788_ "Objem "
_@M789_ "Varovat"
_@M790_ "Čas varování*"
_@M791_ "Varování"
_@M792_ "Varování "
_@M793_ "Značky vod "
_@M794_ "Vlna"
_@M795_ "Editor waypointů"
_@M796_ "Info o waypointu"
_@M797_ "Waypoint Parser"
_@M798_ "Waypoint UTM Editor"
_@M799_ "Pozn. k WPT "
_@M800_ "Waypoint"
_@M801_ "Cílový\nWaypoint"
_@M802_ "Příští\nWaypoint"
_@M803_ "Předchozí\nWaypoint"
_@M804_ "Startovní\nWaypoint"
_@M805_ "Waypointfile Parse Error"
_@M806_ "Waypointy 1 "
_@M807_ "Waypointy 2 "
_@M808_ "Styl textu waypointů "
_@M809_ "Waypointy upraveny"
_@M810_ "Waypointy vynechány, přesto uložit?"
_@M811_ "Waypointy mimo terén"
_@M812_ "Předpověď počasí"
_@M813_ "Parametry počasí"
_@M814_ "Váha"
_@M815_ "Bílé obrysy"
_@M816_ "Bílá"
_@M817_ "Bude toto cíl?"
_@M818_ "Nastavení větru"
# 819 REMOVED after 2.3
_@M819_ "Šipka větru "
_@M820_ "Vítr ve výšce"
_@M821_ "Plošné zatížení křídla "
# 822 REMOVED after 3.0
_@M822_ "Winpilot"
_@M823_ "Working band"
_@M824_ "Wpt mimo terén "
_@M825_ "Žlutá"
_@M826_ "Ano Všem"
_@M827_ "Ano"
_@M828_ "Váš kód"
_@M829_ "Zombie "
_@M830_ "Zóna "
_@M831_ "_Mezera_"
_@M832_ "přidat waypoint"
_@M833_ "záložní"
_@M834_ "točení"
_@M835_ "let"
_@M836_ "dokluz"
_@M837_ "mimo hranici terénu"
_@M838_ "Prvních 8"
_@M839_ "Prvních 10"
_@M840_ "Prvních 12"
_@M841_ "Velikost fontu "
_@M842_ "Velký font "
_@M843_ "Malý font "
_@M850_ "OTEVŘENÍ PRVNÍ BRÁNY ZA 1 HODINU"
_@M851_ "OTEVŘENÍ PRVNÍ BRÁNY ZA 30 MINUT"
_@M852_ "ZBÝVÁ 10 MINUT"
_@M853_ "ZBÝVÁ 5 MINUT"
_@M854_ "Aktivní Mapa ZAP"
_@M855_ "Aktivní Mapa VYP"
_@M856_ "Přiblížení ZAP"
_@M857_ "Přiblížení VYP"
_@M858_ "Mód prohlížení ZAP"
_@M859_ "Mód prohlížení VYP"
_@M860_ "Auto MacCready ZAP"
_@M861_ "Auto MacCready VYP"
_@M862_ "Záznam ZAP"
_@M863_ "Záznam VYP"
_@M864_ "NMEA Log ZAP"
_@M865_ "NMEA Log VYP"
_@M866_ "Kvalita"
_@M867_ "Družice ZAP"
_@M868_ "Družice VYP"
_@M869_ "Uvnitř prostoru"
_@M870_ "Konec"
_@M871_ "Nejbližší prostor"
_@M872_ "PŘIBLÍŽENÍ KRAJINY NA 20s"
_@M873_ "ZPĚT NA NORMÁLNÍ PŘIBLÍŽENÍ"
_@M874_ "Klikni na střed obrazovky pro start"
_@M875_ "VAROVÁNÍ: GPS POSÍLÁ ŠPATNÉ DATUM, A PRAVDĚPODOBNĚ I ŠPATNÝ ČAS"
_@M876_ "Start záznamu s deklarací"
_@M877_ "Konfigurace uložena"
_@M878_ "Poznámky"
_@M879_ "PROMIŇ, CÍL PRÁVĚ ZMIZEL"
_@M880_ "ZRUŠIT zaměření současného cíle?"
_@M881_ "Výběr cíle"
_@M882_ "CÍL OPUŠTĚN"
_@M883_ "CÍL ZMIZEL!"
_@M884_ "ZAMĚŘIT tento cíl?"
_@M885_ "Nastavení"
_@M886_ "Výpočet úlohy"
_@M887_ "Nastavit"
_@M888_ "Varování"
_@M889_ "Hmota"
_@M890_ "Ne"
_@M891_ "Zrušit starou úlohu a nahrát"
_@M892_ "(manual)"
_@M893_ "(auto)"
_@M894_ "ZAP"
_@M895_ "Vynutit"
_@M896_ "Zrušit vynucení"
_@M897_ "Auto"
_@M898_ "VŠE VYP"
_@M899_ "VŠE ZAP"
_@M900_ "Nahrávám Terén..."
_@M901_ "Nahrávám Terén názvy..."
_@M902_ "Nahrávám Topologii..."
_@M903_ "Nahrávám Otočáky..."
_@M904_ "Tactical Flight Computer"
_@M905_ "Stoupák"
_@M906_ "Let"
_@M907_ "Úloha"
_@M908_ "Uživatelské"
_@M909_ "Zatáčkoměr"
_@M910_ "Cíl"
_@M911_ "Pohled"
_@M912_ "[chybí cíl]"
_@M913_ "Experimental"
_@M914_ "[chybí cíl]"
_@M915_ "NEPOUŽÍVAT PRO IFR!"
_@M916_ "VAROVÁNÍ, ŽÁDNÉ PLOCHY"
_@M917_ "Šíř/Dél "
_@M918_ "Šíř/Dél"
_@M919_ "Šíř/Dél"
_@M920_ "Chyba v nahrávání souboru poláry"
_@M921_ "odpočet"
_@M922_ "NELETÍ"
_@M923_ "ŠPATNÉ uvnitř"
_@M924_ "ŠPATNÉ vně"
_@M925_ "NO TSK START"
_@M926_ "V sektoru - odjistěte až budete připraven"
_@M927_ "Čekám na připojení GPS"
_@M928_ "Restartuji GPS comm"
_@M929_ "Čekám na signál GPS"
_@M930_ "Vzlet"
_@M931_ "Přistání"
_@M932_ "Výška stačí na dokluz"
_@M933_ "Výška nestačí na dokluz"
_@M934_ "Dráha dokluzu koliduje s terénem"
_@M935_ "Značky odstraněny"
_@M936_ "Soutěžní třída"
_@M937_ "Soutěžní třída: "
_@M938_ "Soutěžní ID"
_@M939_ "Soutěžní ID: "
_@M940_ "Výplň "
_@M941_ "Pouze obrysy"
_@M942_ "Vzor"
_@M943_ "Průsvitné"
_@M944_ "Průsvitnost "
_@M945_ "Vzor, pouze ohraničení"
_@M946_ "Průsvitné, pouze ohraničení"
_@M947_ "FLARM SIGNÁL ZTRACEN"
_@M948_ "Nalezen"
_@M949_ "TP"
_@M950_ "Průsvitnost spodní lišty "
_@M951_ "Nelze zastavit vlákno RX!"
_@M952_ "Nelze zapsat data na port!"
_@M953_ "Průhledné"
_@M954_ "Zjemnění fontu "
_@M955_ "ClearType"
_@M956_ "Anti Aliasing"
# Page 1.5 name, keep short:
_@M957_ "Soutěž"

# ON/OFF in dialog windows (not Menu)
_@M958_ "ZAP"
_@M959_ "VYP"

#
# Paragliding lock/unlock screen feature
#
_@M960_ "SKUTEČNĚ ODEMKNOUT OBRAZOVKU?"
_@M961_ "SKUTEČNĚ ZAMKNOUT OBRAZOVKU?"
# 962 max 35 characters!
_@M962_ "OBRAZOVKA ZAMKNUTA DO VZLETU"
# 963 unused since 2.3
_@M963_ "DVOJKLIKEM NA OBRAZOVKU VYNUŤTE ODEMČENÍ"
_@M964_ "OBRAZOVKA ODEMČENA"
#
# Menu buttons, MAX 8 character per line! Keep \n !
_@M965_ "ODEMČENÍ\nOBRAZ."
_@M966_ "ZAMKNOUT\nOBRAZ."
_@M967_ "Změny prostorů "
_@M968_ "pouze nyní"
_@M969_ "trvalé"

#
# GPS and COM port warnings
#
_@M970_ " GPS: NENAVÁZÁNO SPOJENÍ "
_@M971_ " GPS: Není vybrán ComPort "
_@M972_ " GPS: No Data Rx "
_@M973_ " GPS chybí "
_@M974_ " GPS nepřipojena "
_@M975_ " GPS chyba dat "


#
# Infoboxes in Description / Tile order.
# In titles use maximum 7 characters
#
_@M1001_ "Výška QNH"
_@M1002_ "Výška"
_@M1003_ "Výška AGL"
_@M1004_ "HAGL"
_@M1005_ "Stoupání v 30 sec"
_@M1006_ "TC.30s"
_@M1007_ "Kurz"
_@M1008_ "Brg"
_@M1009_ "Klouzavost v 20 sec"
_@M1010_ "E.20s"
_@M1011_ "Klouzavost od posledního stoupáku"
_@M1012_ "E.Cru"
_@M1013_ "Rychlost vůči zemi"
_@M1014_ "Rychlost"
_@M1015_ "Průměr posledního stoupáku"
_@M1016_ "TL.Avg"
_@M1017_ "Zisk v posledním stoupáku"
_@M1018_ "TL.Gain"
_@M1019_ "Čas v posledním stoupáku"
_@M1020_ "TL.Time"
_@M1021_ "Nastavení MacCready"
_@M1022_ "MCready"
_@M1023_ "Vzdálenost k dalšímu otočáku"
_@M1024_ "Vzdálenost"
_@M1025_ "Výška příletu k otočáku"
_@M1026_ "NxtArr"
_@M1027_ "Požadovaná výška k otočáku"
_@M1028_ "NxtAltR"
# 1029 UNUSED REMOVED
_@M1029_ "_Reserved 2"
_@M1030_ "Next"
_@M1031_ "Výška příletu do cíle"
_@M1032_ "TskArr"
_@M1033_ "Požadovaná výška v úloze"
_@M1034_ "TskAltR"
_@M1035_ "Průměrná rychlost v úloze"
_@M1036_ "TskSpAv"
_@M1037_ "Vzdálenost v úloze"
_@M1038_ "TskDis"
_@M1039_ "_Reserved 1"
_@M1040_ "OLD fLD"
_@M1041_ "Výška terénu"
_@M1042_ "Gnd"
_@M1043_ "Průměrné stoupání"
_@M1044_ "TC.Avg"
_@M1045_ "Zisk ve stoupání"
_@M1046_ "TC.Gain"
_@M1047_ "Kurz"
_@M1048_ "Kurz"
_@M1049_ "Vario"
_@M1050_ "Vario"
_@M1051_ "Rychlost větru"
_@M1052_ "WindV"
_@M1053_ "Směr větru"
_@M1054_ "WindB"
_@M1055_ "AA Čas"
_@M1056_ "AATime"
_@M1057_ "AA Max vzdálenost"
_@M1058_ "AADmax"
_@M1059_ "AA Min vzdálenost"
_@M1060_ "AADmin"
_@M1061_ "AA Max rychl."
_@M1062_ "AAVmax"
_@M1063_ "AA Min rychl."
_@M1064_ "AAVmin"
_@M1065_ "Rychlost IAS"
_@M1066_ "IAS"
_@M1067_ "Výška BARO"
_@M1068_ "HBAR"
_@M1069_ "Rychlost MacReady"
_@M1070_ "SpMc"
_@M1071_ "Procento stoupání"
_@M1072_ "%Climb"
_@M1073_ "Doba letu"
_@M1074_ "FlyTime"
_@M1075_ "Přetížení G"
_@M1076_ "G"
_@M1077_ "_Reserved 2"
_@M1078_ "OLD nLD"
_@M1079_ "Místní čas"
_@M1080_ "Čas"
_@M1081_ "Čas UTC"
_@M1082_ "UTC"
_@M1083_ "Doba do cíle úlohy"
_@M1084_ "TskETE"
_@M1085_ "Doba k otočáku"
_@M1086_ "NextETE"
_@M1087_ "Doporučená rychlost"
_@M1088_ "STF"
_@M1089_ "Čisté Vario"
_@M1090_ "Netto"
_@M1091_ "Čas příletu do cíle úlohy"
_@M1092_ "TskETA"
_@M1093_ "Čas příletu k otočáku"
_@M1094_ "NextETA"
_@M1095_ "Rozdíl kurzů"
_@M1096_ "To"
_@M1097_ "Venkovní teplota vzduchu"
_@M1098_ "OAT"
_@M1099_ "Relativní vlhkost"
_@M1100_ "RelHum"
_@M1101_ "Teplota dle předpovědi"
_@M1102_ "MaxTemp"
_@M1103_ "AA Distance Tg"
_@M1104_ "AADtgt"
_@M1105_ "AA Speed Tg"
_@M1106_ "AAVtgt"
_@M1107_ "L/D vario"
_@M1108_ "L/D var"
_@M1109_ "Rychlost TAS"
_@M1110_ "TAS"
_@M1111_ "Tým Kód"
_@M1112_ "TeamCod"
_@M1113_ "Tým Kurz"
_@M1114_ "TmBrng"
_@M1115_ "Tým Rozd.kurzů"
_@M1116_ "TeamBd"
_@M1117_ "Tým Vzdálenost"
_@M1118_ "TeamVzd"
_@M1119_ "Okamžitá rychlost v úloze"
_@M1120_ "TskSpI"
_@M1121_ "Vzdálenost domů"
_@M1122_ "HomeVzd"
_@M1123_ "Rychlost v úloze"
_@M1124_ "TskSp"
_@M1125_ "AA Delta Time"
_@M1126_ "AAdT"
_@M1127_ "Všechny stoupáky"
_@M1128_ "Th.All"
# 1129 and 1130 unused, can be used again
_@M1129_ "Distance Vario"
_@M1130_ "DVario"
_@M1131_ "Stav baterie"
_@M1132_ "Baterie"
_@M1133_ "Požadovaná klouzavost v úloze"
_@M1134_ "TskReqE"
_@M1135_ "Varianta1 požadovaná klouzavost"
_@M1136_ "Var1.E"
_@M1137_ "Varianta2 požadovaná klouzavost"
_@M1138_ "Var2.E"
_@M1139_ "Nej.Varianta požadovaná klouzavost"
_@M1140_ "BAtn.E"
_@M1141_ "Výška QFE"
_@M1142_ "QFE"
_@M1143_ "Průměrná klouzavost"
_@M1144_ "E.Avg"
_@M1145_ "Požadovaná klouzavost k otočáku"
_@M1146_ "Req.E"
_@M1147_ "Flight Level"
_@M1148_ "FL"
_@M1149_ "Uletěná vzdálenost v úloze"
_@M1150_ "TskCov"
_@M1151_ "Varianta1 Přílet"
_@M1152_ "Atn1Arr"
_@M1153_ "Varianta2 Přílet"
_@M1154_ "Atn2Arr"
_@M1155_ "Nej.Varianta Přílet"
_@M1156_ "BAtnArr"
_@M1157_ "Domů - odchylka kurzu"
_@M1158_ "Radial"
_@M1159_ "Vzdálenost prostoru"
_@M1160_ "ArSpace"
_@M1161_ "Ext.Batt.Bank"
_@M1162_ "xBnk#"
_@M1163_ "Ext.Batt.1 Napětí"
_@M1164_ "xBat1"
_@M1165_ "Ext.Batt.2 Napětí"
_@M1166_ "xBat2"
_@M1167_ "Odometer"
_@M1168_ "Odo"
_@M1169_ "Altern QNH"
_@M1170_ "aAlt"
_@M1171_ "Altern AGL"
_@M1172_ "aHAGL"
_@M1173_ "Výška GPS"
_@M1174_ "HGPS"
_@M1175_ "MacCready Ekvivalent"
_@M1176_ "eqMC"
_@M1177_ "_Experimental1"
_@M1178_ "Exp1"
_@M1179_ "_Experimental2"
_@M1180_ "Exp2"
_@M1181_ "Napětí baterie"
_@M1182_ "Batt"

# LK Info pages infobox titles, maximum 7 chars
_@M1183_ "ManMC"
_@M1184_ "AutMC"
_@M1185_ "Vítr"
_@M1186_ "eIAS"
_@M1187_ "ReqE"
_@M1188_ "Příl"
_@M1189_ "Var30"
_@M1190_ "PřílMc0"
_@M1191_ "PřílÚl0"
_@M1192_ "StDis"
_@M1193_ "RelVýš"
_@M1194_ "Var"
_@M1195_ "BLOK"
_@M1196_ "DELFÍN"
_@M1197_ "Náklon"
_@M1198_ ""
_@M1199_ "Sat"
_@M1200_ "Start"

# McCready mode $(MacCreadyMode) in menu macros, use 3-4 chrs maximum!
_@M1201_ "Man"
_@M1202_ "Auto"
# Map label modes $(MapLabelsToggleActionName) in menu macros
_@M1203_ "WPTS"
_@M1204_ "TOPO"
# $(VisualGlideToggleName) if extended VisualGlide is enabled
_@M1205_ "Moving"

# Startup / Shutdown dialog texts
_@M1206_ "Spouštím..."
_@M1207_ "CHYBA NEZNÁMÉ ROZLIŠENÍ!"
_@M1208_ "CHYBA NENALEZEN ADRESÁŘ:"
_@M1209_ "ZKONTROLUJTE INSTALACI!"
_@M1210_ "REŽIM PARAGLIDING"
_@M1211_ "SIMULACE"
_@M1212_ "AUTOMATICKÁ KONTROLA PODSVÍCENÍ"
_@M1213_ "ŽÁDNÁ KONTROLA PODSVÍCENÍ"
_@M1214_ "AUTOMATICKÁ KONTROLA HLASITOSTI"
_@M1215_ "ŽÁDNÁ KONTROLA HLASITOSTI"
_@M1216_ "Zjišťuji předpověď počasí"
_@M1217_ "Spouštím zařízení"
_@M1218_ "Zapínám display"
_@M1219_ "Vypínám, prosím čekejte..."
_@M1220_ "Vypínám, ukládám logy..."
_@M1221_ "Vypínám, ukládám profil..."
_@M1222_ "Vypínám, ukládám úlohu..."

# Topology options reset msgbox
_@M1223_ "Topologie resetována na původní hodnoty"

# Waypoint filters 1229 no more than 3 chrs!
_@M1224_ "Letiště"
_@M1225_ "Plocha"
_@M1226_ "Otočný bod"
_@M1227_ "Soubor 1"
_@M1228_ "Soubor 2"
_@M1229_ "HDG"

# TeamCode dialog captions
_@M1230_ "Team Ref.: "
_@M1231_ "Team code: SET REF!"

# Waypoint edit dialog (same or less chars!)
_@M1232_ "Šíř"
_@M1233_ "Zem.šířka"
_@M1234_ "Dél"
_@M1235_ "Zem.délka"

# Waypoint list flags (Home,Airport,Landable,Turnpoint) 1chr!
_@M1236_ "H"
_@M1237_ "A"
_@M1238_ "L"
_@M1239_ "T"

# dlgLKAirspaceWarning - Airspace warning messages
_@M1240_ "Vstup"
_@M1241_ "Opuštění"
_@M1242_ "Let ve FLY zóně"
_@M1243_ "Předpokládám opuštění FLY zóny"
_@M1244_ "Brzy opustíte FLY zónu"
_@M1245_ "Opouštíte FLY zónu"
_@M1246_ "Předpokládám vstup do FLY zóny"
_@M1247_ "Vstupujete do FLY zóny"
_@M1248_ "Letíte mimo FLY zónu"
_@M1249_ "Letíte mimo NOFLY zónu"
_@M1250_ "Předpokládám vstup do NOFLY zóny"
_@M1251_ "Brzy vstoupíte do NOFLY zóny"
_@M1252_ "Vstupujete do NOFLY zóny"
_@M1253_ "Letíte v NOFLY zóně"
_@M1254_ "Opouštíte NOFLY zónu"
_@M1255_ "ŽLUTÉ VAROVÁNÍ"
_@M1256_ "RUDÉ VAROVÁNÍ"
_@M1257_ "do opuštění"
_@M1258_ "do vstupu"
_@M1259_ "Příliš daleko, nespočítáno"
_@M1260_ "pod"
_@M1261_ "nad"
_@M1262_ "Zpráva"
_@M1263_ "Stupeň"
_@M1264_ "H.Vzd"
_@M1265_ "V.Vzd"

# dlgAirspaceDetails - Airspace details
_@M1266_ "AckLevel"
_@M1267_ "Žluté potvrzeno"
_@M1268_ "Rudé potvrzeno"
_@M1269_ "Zakázáno"
_@M1270_ "FLY-IN"
_@M1271_ "FLY-OUT"
_@M1272_ "Nastavit jako FLY zónu?"
_@M1273_ "Nastavit jako NOFLY zónu?"

# dlgConfig - Airspace warnings
_@M1274_ "Varování"
_@M1275_ "Nastavení varování o prostorech"
_@M1276_ "Nastavení varování o prostorech uloženo."
_@M1277_ "Doba opak. zpráv "
_@M1278_ "Výšková mez "
_@M1279_ "Timeout zpráv "
_@M1280_ "Povolit tento prostor?"
_@M1281_ "Popisy map "
_@M1282_ "POVOLIT"
_@M1283_ "ZAKÁZAT"
_@M1284_ "Zakázat tento prostor?"

# new airspace infobox
_@M1285_ "Vertikální vzdálenost prostoru"
_@M1286_ "ProstV"

# airspace analysis dialog page
_@M1287_ "Kurz"
# 1288 UNUSED REMOVED
_@M1288_ "Ukazující k příštímu waypointu"
_@M1289_ "Příští WP"
# M1290 UNUSED REMOVED
_@M1290_ "Ukazuje ve směru letu"
_@M1291_ "Nejbl.pr."
_@M1292_ "Nejbližší prostor"
_@M1293_ "Sonar"
#1294 REMOVED UNUSED
_@M1294_ "Sonar VYP"
_@M1295_ "Zboku"

# LK info page headers, try to use the same or less number of chars here,
# or test it with different screen reolutions and landscape/portrait mode too!
_@M1300_ "Vzdál"
_@M1301_ "Směr"
_@M1302_ "rKlo"
_@M1303_ "AltV"
_@M1304_ "Dálka"
_@M1305_ "Směr"
_@M1306_ "Pož L/D"
_@M1307_ "Přílet"
_@M1308_ "Příle"
_@M1309_ "ČAST"
_@M1310_ "HIST"
_@M1311_ "PŘI"
_@M1312_ "PŘIS"
_@M1313_ "LET"
_@M1314_ "LETI"
_@M1315_ "OTO"
# ASP for nearest airspaces is M1642

# Reserved waypoint names, comments
_@M1316_ "VZLET"
_@M1317_ "STOUPÁNÍ"
_@M1318_ "TEAMMATE"
_@M1319_ "CÍL"
_@M1320_ "POSLEDNÍ DOBRÉ STOUPÁNÍ"
_@M1321_ "TEAM MATE"
_@M1322_ "CÍL Z FLARMU"

# Overlay multitarget prefixes, maximum 2chars!
_@M1323_ "T>"
_@M1324_ "B>"
_@M1325_ "1>"
_@M1326_ "2>"
_@M1327_ "H>"
_@M1328_ "L>"
_@M1329_ "M"
_@M1330_ "F>"

# LK traffic page headers, try to use the same or less number of chars here,
# or test it with different screen reolutions and landscape/portrait mode too!
_@M1331_ "PRO"
_@M1332_ "Var"
_@M1333_ "Vario"
_@M1334_ "Výška"

# Mapwindow texts
_@M1335_ " TERÉN?"
_@M1336_ " T?"
_@M1337_ " AZM"
_@M1338_ " ŠVE"
_@M1339_ " iZÁL"
_@M1340_ " STP0"
_@M1341_ " NAV1"
_@M1342_ " VÝŠ2"
_@M1343_ " STA3"
_@M1344_ " ÚLH4"
_@M1345_ " ALT5"
_@M1346_ " SYS6"
_@M1347_ " LET7"
_@M1348_ " DOK8"
_@M1349_ " ZÁL9"
_@M1350_ " PŘEHRÁT"
_@M1351_ " ZÁTĚŽ"

# LKUtils
_@M1352_ "STAV BATERIE"
_@M1353_ "KONTROLA BATERIE ZAKÁZÁNA"
_@M1354_ "STAV BATERIE KRITICKÝ!"
_@M1355_ "STAV BATERIE VELMI NÍZKÝ!"
_@M1356_ "STAV BATERIE NÍZKÝ!"
_@M1357_ "VAROVÁNÍ O BATERII ZAKÁZÁNY"

# Logger task declaration
_@M1400_ "Deklarace úlohy"
_@M1401_ "Povoluji režim deklarace"
_@M1402_ "Ukončuji režim deklarace"
_@M1403_ "Odesílám deklaraci"
_@M1404_ "Otevírám spojení"
_@M1405_ "Testuji spojení"
_@M1406_ "Zavírám spojení"
_@M1410_ "Neznámá chyba"
_@M1411_ "Zařízení není připojeno!"
_@M1412_ "Nedostatek otočných bodů!"
_@M1413_ "Příliš mnoho otočných bodů!"
_@M1414_ "Zařízení neodpovídá!"
_@M1415_ "Deklarace nebyla přijata!"
_@M1420_ "Chyba při deklarování"
_@M1421_ "Popis úlohy"
_@M1422_ "Start a cíl"

_@M1423_ "Zakázáno během letu!"

#
# Variometer Bar
#
_@M1424_ "Režim variometru "
_@M1425_ "Vario ve stoupání a na přeskoku"
_@M1426_ "Vario ve stoupání, Netto na přeskoku"
_@M1427_ "Vario ve stoupání, STF na přeskoku"

#
# Contests
#
_@M1450_ "Soutěž"
_@M1451_ "Změna"
_@M1452_ "Detekován START VOLNÉHO LETU"

#
# Contest infoboxes, full name and abbreviated name for boxes
# We need OLC ahead of full names, to keep ordering in infobox list during configuration
#
# League predicted is not used
#
_@M1455_ "OLC Klasik Vzdálenost"
_@M1456_ "OLC vzd"
_@M1457_ "OLC FAI Troj. Vzdálenost"
_@M1458_ "FAI vzd"
_@M1459_ "OLC Liga Vzdálenost"
_@M1460_ "LIG vzd"
_@M1461_ "OLC FAI 3 TPs Vzdálenost"
_@M1462_ "3TP vzd"

_@M1463_ "OLC Klasik*Předpověz Vzdálenost"
_@M1464_ "OLC*vzd"
_@M1465_ "OLC FAI Troj.*Předpověz Vzdálenost"
_@M1466_ "FAI*vzd"
_@M1467_ "OLC Liga*Předpověz Vzdálenost"
_@M1468_ "LIG*vzd"
_@M1469_ "OLC FAI 3 TPs*Předpověz Vzdálenost"
_@M1470_ "3TP*vzd"

_@M1471_ "OLC Klasik Rychlost"
_@M1472_ "OLC rych"
_@M1473_ "OLC FAI Troj. Rychlost"
_@M1474_ "FAI rych"
_@M1475_ "OLC Liga Rychlost"
_@M1476_ "LIG rych"
_@M1477_ "OLC FAI 3 TPs Rychlost"
_@M1478_ "3TP rych"

_@M1479_ "OLC Klasik*Předpověz Rychlost"
_@M1480_ "OLC*rych"
_@M1481_ "OLC FAI Troj.*Předpověz Rychlost"
_@M1482_ "FAI*rych"
_@M1483_ "OLC Liga*Předpověz Rychlost"
_@M1484_ "LIG*rych"
_@M1485_ "OLC FAI 3 TPs*Předpověz Rychlost"
_@M1486_ "3TP*rych"

_@M1487_ "OLC Klasik Bodování"
_@M1488_ "OLC scr"
_@M1489_ "OLC FAI Troj. Bodování"
_@M1490_ "FAI scr"
_@M1491_ "OLC Liga Bodování"
_@M1492_ "LIG scr"
_@M1493_ "OLC FAI 3 TPs Bodování"
_@M1494_ "3TP scr"

_@M1495_ "OLC Klasik*Předpověz Bodování"
_@M1496_ "OLC*scr"
_@M1497_ "OLC FAI Troj.*Předpověz Bodování"
_@M1498_ "FAI*scr"
_@M1499_ "OLC Liga*Předpověz Bodování"
_@M1500_ "LIG*scr"
_@M1501_ "OLC FAI 3 TPs*Předpověz Bodování"
_@M1502_ "3TP*scr"

_@M1503_ "OLC Plus Bodování"
_@M1504_ "PLS scr"
_@M1505_ "OLC Plus*Předpověz Bodování"
_@M1506_ "PLS*scr"

_@M1507_ "OLC FAI trojúhelník Distance to close"
_@M1508_ "C:"
_@M1509_ "OLC FAI trojúhelník Distance close %"
_@M1510_ "%C:"
_@M1511_ "B:"
# #############################
# NEW 2.4 messages
# #############################

# Device name for "no device"
_@M1600_ "ZAKÁZÁNO"
# Ex-963, new message for screen unlock
_@M1601_ "Pro ODEMČENÍ klikněte dvakrát na dolní pravý roh"

# Config system menu page 
_@M1602_ "Nastavit spodní lištu"
_@M1603_ "Nastavit Info stránky"
_@M1604_ "Nastavit xxxx"
_@M1605_ "Spodní lišta"
_@M1606_ "Info stránky"
_@M1607_ "Nastavení spodní lišty uloženo"
_@M1608_ "Nastavení info stránek uloženo"

# Config InfoPages
_@M1610_ "1.1 Let "
_@M1611_ "1.2 Stoupání "
_@M1612_ "1.3 Úloha "
_@M1613_ "1.4 Uživatelské "
_@M1614_ "1.5 Soutěž "
_@M1615_ "1.6 Točení "
_@M1616_ "2.1 LTS "
_@M1617_ "2.2 PLO "
_@M1618_ "2.3 OTO "
_@M1619_ "2.4 PRO "
_@M1620_ "3.1 CAST "
_@M1621_ "3.2 HIST "
_@M1622_ "3.3 STOU "
_@M1623_ "1.7 HSI "

# New airspace messages
_@M1630_ "Výšková mez "

# Navboxes
_@M1640_ "Současné klapky"
_@M1641_ "Klapky"

# Header nearest Airspaces
_@M1642_ "ASP"

_@M1643_ "POVOLENO"

_@M1644_ "Výš.příletu domů"
_@M1645_ "VýšDomů"

# Menu Config 15, Alarms
_@M1646_ "15 Varování"
_@M1647_ "Max výška 1 "
_@M1648_ "Max výška 2 "
_@M1649_ "Max výška 3 "

# "ALARM x ALTITUDE 1234"   warning message
_@M1650_ "VAROVÁNÍ"
_@M1651_ "VÝŠKA"

# customkey for airspace analysis
_@M1652_ "Analýza prostorů"
_@M1653_ "Přepnout mapu<>Infostrana prostorů"

# Airspace details buttons
_@M1654_ "ZVOLIT"
_@M1655_ "ANALÝZA"
